onboarding_id,user_id,role,status,onboarding_date
399,913,merchant,pending,2025-03-20
400,141,customer,completed,2025-01-24
401,154,customer,kyc_done,2025-01-12
402,571,admin,pending,2025-01-20
403,1843,customer,rejected,2025-02-24
404,2979,customer,pending,2025-01-10
405,2107,merchant,completed,2025-01-03
406,1920,merchant,kyc_done,2025-03-28
407,585,customer,kyc_done,2025-02-06
408,1535,customer,completed,2025-02-03
409,319,merchant,kyc_done,2025-03-02
410,876,customer,pending,2025-03-21
411,2979,customer,pending,2025-01-21
412,20,merchant,kyc_done,2025-03-09
413,2223,customer,kyc_done,2025-02-20
414,68,customer,kyc_done,2025-01-26
415,2867,customer,kyc_done,2025-03-29
416,1994,merchant,pending,2025-03-31
417,1397,merchant,kyc_done,2025-01-01
418,1316,customer,kyc_done,2025-01-24
419,1216,customer,kyc_done,2025-03-06
420,2635,agent,kyc_done,2025-01-09
421,2848,merchant,kyc_done,2025-02-24
422,2912,agent,pending,2025-02-24
423,1522,customer,pending,2025-01-27
424,229,customer,kyc_done,2025-02-15
425,1123,customer,pending,2025-03-31
426,2163,customer,pending,2025-01-31
427,186,merchant,rejected,2025-02-16
428,1228,customer,kyc_done,2025-02-27
429,1542,merchant,kyc_done,2025-03-19
430,19,customer,kyc_done,2025-02-23
431,1513,merchant,completed,2025-01-27
432,1320,customer,completed,2025-03-05
433,2039,merchant,kyc_done,2025-01-20
434,2697,agent,kyc_done,2025-01-10
435,552,customer,kyc_done,2025-01-17
436,279,merchant,kyc_done,2025-01-30
437,2853,merchant,kyc_done,2025-03-23
438,1838,customer,pending,2025-01-28
439,2415,admin,kyc_done,2025-02-08
440,1944,agent,rejected,2025-01-13
441,2333,merchant,kyc_done,2025-01-20
442,1208,merchant,kyc_done,2025-02-09
443,2494,admin,kyc_done,2025-01-11
444,2673,customer,kyc_done,2025-02-12
445,734,agent,kyc_done,2025-03-30
446,1493,customer,pending,2025-01-08
447,774,customer,kyc_done,2025-01-20
448,2954,customer,kyc_done,2025-01-21
449,2811,agent,rejected,2025-03-09
450,717,customer,pending,2025-03-27
451,2549,customer,kyc_done,2025-01-23
452,459,customer,kyc_done,2025-03-10
453,2572,merchant,kyc_done,2025-01-25
454,1335,customer,kyc_done,2025-03-18
455,1148,customer,completed,2025-02-18
456,684,agent,pending,2025-02-27
457,379,agent,kyc_done,2025-03-20
458,1660,merchant,pending,2025-03-08
459,973,admin,rejected,2025-02-21
460,1234,merchant,kyc_done,2025-02-06
461,2631,customer,completed,2025-02-27
462,2573,merchant,kyc_done,2025-03-31
463,121,agent,pending,2025-01-01
464,2919,customer,completed,2025-03-16
465,1544,customer,completed,2025-01-26
466,2186,customer,pending,2025-01-30
467,520,agent,completed,2025-01-03
468,817,customer,completed,2025-03-08
469,2569,agent,kyc_done,2025-01-05
470,2265,customer,kyc_done,2025-02-01
471,2721,customer,pending,2025-02-03
472,1977,customer,pending,2025-01-17
473,2225,customer,rejected,2025-02-04
474,780,merchant,completed,2025-02-26
475,342,merchant,pending,2025-03-02
476,2864,agent,completed,2025-03-20
477,486,customer,pending,2025-03-14
478,712,admin,kyc_done,2025-03-28
479,897,customer,pending,2025-01-13
480,1865,merchant,kyc_done,2025-01-09
481,1428,merchant,pending,2025-03-08
482,1024,customer,kyc_done,2025-03-06
483,1532,agent,pending,2025-02-02
484,1001,merchant,completed,2025-03-22
485,639,merchant,completed,2025-03-24
486,74,customer,kyc_done,2025-01-05
487,76,merchant,pending,2025-02-04
488,2546,admin,pending,2025-03-02
489,796,customer,completed,2025-03-27
490,1243,merchant,rejected,2025-01-02
491,1494,admin,kyc_done,2025-03-01
492,2594,customer,kyc_done,2025-03-13
493,1257,agent,completed,2025-01-28
494,2524,agent,kyc_done,2025-03-30
495,2091,agent,pending,2025-03-02
496,1343,merchant,completed,2025-03-14
497,2784,agent,kyc_done,2025-01-16
498,1011,customer,completed,2025-02-09
499,862,admin,pending,2025-01-09
500,2795,admin,kyc_done,2025-01-13
501,355,merchant,kyc_done,2025-02-14
502,803,customer,kyc_done,2025-01-06
503,767,merchant,kyc_done,2025-01-26
504,172,customer,kyc_done,2025-02-10
505,1512,customer,pending,2025-03-14
506,510,customer,kyc_done,2025-01-10
507,1588,customer,pending,2025-03-11
508,1725,customer,kyc_done,2025-03-17
509,2003,agent,kyc_done,2025-03-05
510,1357,merchant,completed,2025-03-21
511,760,customer,completed,2025-01-26
512,2039,customer,kyc_done,2025-03-26
513,1523,customer,pending,2025-01-02
514,276,customer,kyc_done,2025-03-18
515,750,customer,kyc_done,2025-01-29
516,2522,merchant,kyc_done,2025-01-27
517,2498,merchant,kyc_done,2025-03-14
518,2263,customer,kyc_done,2025-03-18
519,2111,customer,rejected,2025-01-14
520,2323,customer,pending,2025-02-22
521,2966,agent,kyc_done,2025-01-17
522,1528,merchant,kyc_done,2025-02-07
523,1263,agent,kyc_done,2025-03-29
524,2501,merchant,completed,2025-01-18
525,1708,merchant,completed,2025-03-22
526,735,merchant,completed,2025-03-03
527,1948,agent,completed,2025-01-30
528,222,merchant,completed,2025-01-25
529,1456,agent,completed,2025-03-28
530,1733,agent,rejected,2025-01-27
531,2572,customer,completed,2025-02-05
532,107,merchant,kyc_done,2025-02-20
533,2287,customer,kyc_done,2025-01-15
534,1562,customer,completed,2025-02-15
535,567,customer,pending,2025-03-04
536,875,customer,kyc_done,2025-01-30
537,1434,customer,pending,2025-01-18
538,484,merchant,rejected,2025-01-05
539,1790,customer,completed,2025-03-07
540,200,merchant,kyc_done,2025-03-12
541,88,customer,pending,2025-03-24
542,2048,customer,completed,2025-03-05
543,2807,customer,pending,2025-01-09
544,1654,customer,completed,2025-02-23
545,1209,customer,rejected,2025-03-27
546,810,merchant,rejected,2025-02-05
547,424,customer,pending,2025-03-11
548,356,customer,completed,2025-01-18
549,1970,merchant,pending,2025-03-23
550,547,customer,completed,2025-02-18
551,665,merchant,rejected,2025-01-16
552,2828,customer,completed,2025-01-21
553,2727,customer,pending,2025-02-27
554,2058,merchant,kyc_done,2025-02-19
555,2785,merchant,completed,2025-03-04
556,30,merchant,pending,2025-01-03
557,2659,customer,pending,2025-03-23
558,2573,admin,rejected,2025-03-23
559,1299,merchant,pending,2025-01-17
560,1614,merchant,completed,2025-03-31
561,2845,agent,rejected,2025-03-11
562,248,merchant,kyc_done,2025-03-27
563,303,customer,pending,2025-03-24
564,1881,merchant,pending,2025-03-19
565,856,agent,completed,2025-02-14
566,617,customer,rejected,2025-03-18
567,2137,customer,kyc_done,2025-03-10
568,2988,customer,kyc_done,2025-03-27
569,337,agent,kyc_done,2025-02-18
570,2621,admin,pending,2025-03-04
571,2380,admin,kyc_done,2025-02-25
572,1962,customer,rejected,2025-01-08
573,481,customer,completed,2025-01-13
574,2034,customer,kyc_done,2025-02-19
575,896,customer,kyc_done,2025-02-07
576,1402,customer,completed,2025-02-08
577,328,merchant,completed,2025-02-06
578,346,merchant,pending,2025-03-02
579,2559,customer,kyc_done,2025-02-23
580,1046,customer,completed,2025-03-21
581,875,merchant,pending,2025-01-28
582,676,customer,completed,2025-02-17
583,2740,admin,kyc_done,2025-02-04
584,449,customer,pending,2025-01-18
585,917,customer,kyc_done,2025-02-25
586,2484,merchant,kyc_done,2025-02-10
587,1834,customer,rejected,2025-03-31
588,495,customer,kyc_done,2025-02-23
589,572,merchant,rejected,2025-01-02
590,2841,customer,completed,2025-01-21
591,706,customer,kyc_done,2025-02-28
592,1442,merchant,kyc_done,2025-02-22
593,1852,merchant,pending,2025-01-31
594,104,customer,kyc_done,2025-01-30
595,998,merchant,completed,2025-01-04
596,668,customer,pending,2025-02-14
597,2273,agent,pending,2025-01-13
598,1091,customer,kyc_done,2025-03-17
599,350,admin,completed,2025-02-09
600,2567,customer,pending,2025-02-16
601,889,customer,completed,2025-03-23
602,2048,customer,kyc_done,2025-03-17
603,2306,agent,completed,2025-03-28
604,817,agent,completed,2025-03-04
605,2531,agent,pending,2025-01-29
606,352,merchant,kyc_done,2025-01-01
607,2327,customer,rejected,2025-03-21
608,2776,agent,rejected,2025-01-12
609,108,agent,pending,2025-01-27
610,2322,merchant,pending,2025-02-20
611,2405,merchant,pending,2025-01-11
612,162,customer,kyc_done,2025-03-23
613,2801,agent,kyc_done,2025-03-01
614,2724,customer,pending,2025-03-02
615,2934,merchant,completed,2025-03-01
616,777,customer,kyc_done,2025-02-24
617,76,customer,completed,2025-02-09
618,252,merchant,kyc_done,2025-02-10
619,2043,merchant,kyc_done,2025-01-31
620,1865,merchant,completed,2025-01-20
621,1132,customer,pending,2025-01-09
622,251,agent,completed,2025-01-14
623,61,merchant,kyc_done,2025-03-03
624,888,customer,completed,2025-03-19
625,2072,admin,kyc_done,2025-02-15
626,624,customer,kyc_done,2025-02-09
627,611,customer,kyc_done,2025-03-18
628,1171,customer,kyc_done,2025-02-27
629,2463,customer,kyc_done,2025-02-08
630,2473,merchant,rejected,2025-03-30
631,787,customer,pending,2025-01-21
632,2095,customer,pending,2025-01-10
633,2231,customer,pending,2025-01-30
634,2505,merchant,kyc_done,2025-01-18
635,2620,customer,rejected,2025-01-16
636,1875,agent,completed,2025-02-09
637,1633,agent,kyc_done,2025-01-21
638,1818,customer,pending,2025-01-31
639,574,customer,completed,2025-02-27
640,423,customer,completed,2025-03-15
641,590,agent,rejected,2025-03-12
642,180,agent,kyc_done,2025-01-28
643,2559,customer,kyc_done,2025-03-06
644,2338,customer,completed,2025-03-26
645,1943,customer,pending,2025-03-17
646,1184,agent,kyc_done,2025-01-27
647,1991,customer,pending,2025-02-27
648,1094,customer,pending,2025-01-22
649,2181,merchant,kyc_done,2025-02-11
650,1155,customer,kyc_done,2025-03-25
651,1160,customer,rejected,2025-03-20
652,295,customer,kyc_done,2025-01-13
653,2946,customer,kyc_done,2025-03-15
654,2258,agent,kyc_done,2025-02-06
655,1843,merchant,rejected,2025-01-13
656,1671,customer,pending,2025-03-13
657,2078,merchant,kyc_done,2025-01-29
658,2666,customer,pending,2025-02-02
659,2656,customer,pending,2025-02-24
660,1537,customer,kyc_done,2025-01-31
661,2959,merchant,pending,2025-03-04
662,1333,merchant,kyc_done,2025-02-12
663,871,agent,rejected,2025-03-16
664,692,agent,completed,2025-01-26
665,2210,merchant,completed,2025-01-05
666,1271,customer,kyc_done,2025-03-21
667,1266,agent,kyc_done,2025-03-18
668,2581,customer,rejected,2025-02-05
669,980,admin,pending,2025-02-15
670,442,customer,rejected,2025-02-01
671,2364,agent,completed,2025-03-07
672,196,customer,rejected,2025-01-06
673,1851,merchant,pending,2025-01-20
674,2338,merchant,completed,2025-02-01
675,1225,merchant,pending,2025-02-04
676,2345,customer,kyc_done,2025-02-04
677,2405,customer,kyc_done,2025-01-22
678,2024,customer,kyc_done,2025-01-18
679,37,merchant,kyc_done,2025-02-20
680,2985,agent,pending,2025-01-24
681,742,customer,pending,2025-02-06
682,1656,customer,pending,2025-03-02
683,807,admin,completed,2025-02-19
684,1845,merchant,pending,2025-01-02
685,367,merchant,completed,2025-03-31
686,2085,customer,rejected,2025-03-12
687,966,merchant,pending,2025-02-22
688,1939,customer,kyc_done,2025-03-24
689,1391,customer,completed,2025-01-01
690,537,customer,completed,2025-02-21
691,1494,customer,kyc_done,2025-02-12
692,637,agent,rejected,2025-03-04
693,448,customer,rejected,2025-03-26
694,2523,customer,kyc_done,2025-01-06
695,87,customer,pending,2025-02-18
696,178,customer,completed,2025-01-05
697,2350,merchant,kyc_done,2025-02-01
698,2114,merchant,kyc_done,2025-03-16
699,2848,merchant,pending,2025-01-27
700,1866,customer,completed,2025-01-17
701,1050,merchant,kyc_done,2025-01-29
702,565,customer,pending,2025-01-23
703,1408,agent,pending,2025-01-31
704,635,customer,pending,2025-03-12
705,1504,customer,completed,2025-02-11
706,351,merchant,kyc_done,2025-03-01
707,2802,customer,pending,2025-02-11
708,1633,merchant,rejected,2025-01-30
709,1522,customer,rejected,2025-02-24
710,2059,customer,kyc_done,2025-03-15
711,2554,customer,kyc_done,2025-01-10
712,1280,customer,kyc_done,2025-02-14
713,270,customer,kyc_done,2025-01-13
714,1684,customer,kyc_done,2025-01-21
715,1057,agent,rejected,2025-02-14
716,2646,merchant,pending,2025-03-31
717,720,customer,pending,2025-03-23
718,2833,merchant,kyc_done,2025-03-29
719,2878,merchant,pending,2025-01-01
720,1859,customer,pending,2025-01-30
721,1879,customer,kyc_done,2025-02-11
722,1091,merchant,pending,2025-03-30
